,PctOfHomesDecreasingInValues,distance_grocery_km,distance_public_school_arts_center_km,distance_public_school_ye_km,ListPrice2_delta,FreddieMac15yr,PriceIndex,distance_cap_gain_school_km,SaleCount,TaxTotalLivingArea,count_metro_station_km,YearBuilt,Acres,Bedrooms,BasementY/N,Fireplaces,TotalTaxes2,DOMP,qcut_DOMP
13202,46.95,0.3262608248,0.2403927293,0.9473888549,-0.010768845479589279,3.32,167.5460189,2.8269330817,1,1588.0,3,1912,0.035,3,1,2,3035.0,49,0
13203,1.94,0.8358661604000001,1.1854915223,0.966739861,0.07255705090696314,3.48,188.1721628,3.8678223326,1,1170.0,5,1913,0.033,2,0,0,2327.0,1,0
13204,43.62,0.5347594363,0.647777602,1.3856073844,-0.3731307284129281,4.04,169.4708133,3.4164746167,1,1176.0,6,1912,0.018000000000000002,4,1,0,3507.0,26,0
13205,19.66,0.7358673764,1.0109300438,1.0874861053,-0.14808772883813667,3.31,194.4612831,3.7802247107,1,1418.0,3,1908,0.024,3,1,0,2587.0,13,0
13206,43.91,0.5299535006,0.6479610023,1.3883868225,-0.3516026425250795,4.37,166.0036383,3.4164179156,1,1176.0,6,1912,0.018000000000000002,3,1,1,3705.0,243,0
13207,25.42,2.1429036755,10.3834440382,4.5911910574,0.19742990654205608,2.66,174.9641855,0.9775639903,1,1292.0,2,1949,0.063,3,1,0,1841.0,11,0
13208,1.94,0.6932882246,0.9551179894,1.1370959729,-0.12231324361224888,3.48,188.1721628,3.7241393738,1,880.0,3,1913,0.022,3,1,0,2639.0,4,0
13209,1.0,1.5746275712,5.3049602837,4.4976723455,0.3957667731629393,3.43,189.27894,1.1013855583,1,2002.0,0,1926,0.126,4,1,1,4222.0,9,0
13210,3.62,1.6050186165,5.3356767133,4.5284234149,0.261354079058032,2.66,174.9641855,1.1278430441,1,1859.0,0,1927,0.134,4,1,1,4905.0,61,0
13211,56.76,1.6422728688,5.3337137579,4.5163857754,0.3922450728363325,4.18,170.4751925,1.2566627479,1,2601.0,0,1930,0.121,6,1,1,6590.0,67,0
13212,1.45,0.8300362831,1.1855567365000002,0.9725860796,-0.15565648224607762,3.49,189.6382211,3.871310771,1,766.0,6,1913,0.033,2,0,1,2588.0,3,0
13213,5.73,0.8674863515000001,1.2437323349,0.9378519912,-0.24588665447897626,2.95,173.0314193,3.8204917757,1,1116.0,6,1923,0.058,3,1,0,3360.0,10,0
13214,29.56,0.6896312314,0.955213185,1.1403566922,-0.191562556581568,3.13,192.69357130000003,3.7240918932,1,864.0,3,1913,0.022,3,1,0,2695.0,5,0
13215,2.09,0.6157135614,0.7927548390000001,1.2509754249,-0.03529927647445735,2.66,174.9641855,3.5621835245,2,1022.0,6,1914,0.04,2,0,1,3118.0,3,0
13216,59.34,1.70094324,5.3782373515,4.55846353,0.2909524842699067,3.32,167.5460189,1.3332694507,2,1648.0,0,1932,0.129,4,1,1,4904.0,7,0
13217,2.53,0.5203730394,0.6485545305,1.3938986472,0.014111006585136409,3.36,190.6250739,3.4164367584,2,1176.0,6,1912,0.018000000000000002,2,1,0,3207.0,8,0
13218,36.13,0.6684814712,0.897956463,1.1709960008,-0.5157112017270329,3.69,168.89499540000003,3.6672975858,2,944.0,3,1913,0.018000000000000002,3,0,0,2601.0,17,0
13219,4.43,0.7222613032999999,1.0111112904,1.0982448157,0.10471551914987824,2.66,174.9641855,3.780048228,1,1418.0,3,1908,0.024,5,1,0,2798.0,13,0
13220,46.95,0.6106280189,0.7927553104,1.2544063305,0.05184072126220887,3.32,167.5460189,3.5620988315,1,1313.0,6,1914,0.04,2,0,1,3025.0,6,0
13221,41.04,0.6286398158,0.8519821125,1.2168745603,0.14223617483699588,4.04,169.4708133,3.6209507395,1,1542.0,6,1924,0.055,4,1,0,4738.0,6,0
13222,28.69,0.6961511834,0.9760214018,1.1310921475,-0.2648108493932905,3.32,167.5460189,3.74460663,1,900.0,3,1913,0.018000000000000002,2,1,0,2173.0,51,0
13223,36.83,0.6653146035999999,0.9213313343,1.1677145679,-0.2627507855934252,3.81,166.7851862,3.69010792,1,864.0,3,1913,0.022,3,1,0,2706.0,16,0
13224,6.63,1.2285049043,10.5321534117,0.6183974729999999,-0.034639409426462237,2.66,182.5429545,0.4232234343,1,1280.0,3,1962,0.084,3,0,0,1450.0,188,0
13225,58.32,0.6787994972,0.9544096088,1.1503101592,-0.1921451652995277,4.37,166.0036383,3.7227967486,1,864.0,3,1913,0.022,3,1,0,3508.0,24,0
13226,1.52,0.6118046979,0.8034404070000001,1.2486460855,-0.1833623693379791,2.66,174.7804831,3.5726902608,1,1046.0,6,1914,0.04,2,0,1,3297.0,27,0
13227,2.09,0.534823355,4.0518075462,2.0282387425,0.2556646525679758,3.36,190.6250739,1.9226088372,1,1107.0,25,2005,0.0,2,0,0,4422.0,237,0
13228,2.09,0.534823355,4.0518075462,2.0282387425,-0.2645392749244713,3.36,190.6250739,1.9226088372,1,773.0,25,2005,0.0,1,0,0,3093.0,12,0
13229,19.66,0.534823355,4.0518075462,2.0282387425,0.03135762189595795,3.31,194.4612831,1.9226088372,1,1017.0,25,2005,0.0,2,0,0,3827.0,24,0
13230,6.23,0.534823355,4.0518075462,2.0282387425,-0.4485104817947775,3.27,195.9526553,1.9226088372,1,450.0,25,2005,0.0,0,0,0,1904.0,87,0
13231,1.96,0.534823355,4.0518075462,2.0282387425,0.058359013867488436,3.48,188.1609222,1.9226088372,1,1017.0,25,2005,0.0,2,0,0,4024.0,0,0
13232,26.93,0.534823355,4.0518075462,2.0282387425,-0.4572100597068934,3.19,193.6113816,1.9226088372,1,453.0,25,2005,0.0,0,0,0,1913.0,18,0
13233,2.08,0.534823355,4.0518075462,2.0282387425,0.028811973807296536,3.39,192.8245948,1.9226088372,1,1020.0,25,2005,0.0,2,0,0,4234.0,5,0
13234,2.67,0.534823355,4.0518075462,2.0282387425,-0.19418195293681675,3.29,194.8306605,1.9226088372,1,793.0,25,2005,0.0,1,0,0,3137.0,6,0
13235,2.09,0.534823355,4.0518075462,2.0282387425,-0.2165785498489426,3.36,190.6250739,1.9226088372,1,686.0,25,2005,0.0,1,0,0,2994.0,58,0
13236,10.65,0.534823355,4.0518075462,2.0282387425,-0.1128589720139016,3.24,195.8744368,1.9226088372,1,841.0,25,2005,0.0,1,0,0,3266.0,46,0
13237,23.33,0.534823355,4.0518075462,2.0282387425,-0.24204052098408105,3.21,194.1442297,1.9226088372,1,686.0,25,2005,0.0,1,0,0,2840.0,58,0
13238,10.65,0.534823355,4.0518075462,2.0282387425,0.09749222608377538,3.24,195.8744368,1.9226088372,1,1017.0,25,2005,0.0,2,0,0,4019.0,47,0
13239,25.17,0.6601095793999999,0.9216435715,1.1721468669,-0.12413956800379775,3.35,166.74153180000005,3.690165145,1,1076.0,3,1913,0.022,4,1,0,2478.0,7,0
13240,2.0,0.5377338822,0.5759034188000001,1.4064868932,-0.15730337078651685,3.48,188.1721628,3.3452292634,1,844.0,6,1912,0.024,2,0,0,2299.0,19,0
13241,36.68,2.1948286728,10.4297318834,4.6450778763,-0.08716136631330977,2.8,174.8671796,1.0197665506,2,1292.0,2,1950,0.063,3,1,0,1730.0,59,0
13242,3.2,2.2758008228,10.495942039500001,4.7368455892000005,0.2151898734177216,3.35,188.9390719,1.0802166953,1,1188.0,2,1951,0.066,3,1,0,1501.0,19,0
13243,54.36,0.6002718609000001,0.7931679421,1.2613478438,-0.5059317844784973,4.22,163.3624446,3.5622296412,2,982.0,6,1914,0.04,2,0,0,2531.0,26,0
13244,2.82,1.7006694244999998,5.400845845,4.5848487796,0.3055603974202545,3.29,194.8306605,1.2914726332,1,2467.0,0,1933,0.114,4,1,1,4347.0,5,0
13245,8.88,1.88505338,5.5596468085,4.7387243549,0.19213081246806327,3.25,195.0863121,1.5018505155,1,2230.0,4,1957,0.154,4,1,1,5003.0,8,0
13246,44.15,0.6019660264,0.8036537765,1.2554977634,-0.270343804105862,4.44,165.8540725,3.5725897312,1,982.0,6,1914,0.04,3,0,0,3041.0,33,0
13247,14.07,0.5302309611,0.5761445029,1.4058693073,0.0309838738901975,3.24,195.8744368,3.3452586781,1,1046.0,6,1912,0.024,2,0,0,2419.0,54,0
13248,51.92,0.5716116673,0.7490575272,1.3023473373,-0.19218712322160605,4.06,164.18939319999996,3.5178006343,1,1304.0,6,2008,0.0,3,0,0,3647.0,228,0
13249,44.15,0.5716116673,0.7490575272,1.3023473373,-0.17515769044153326,3.91,167.9615905,3.5178006343,1,1102.0,6,2008,0.0,3,0,0,3531.0,152,0
13250,35.74,0.761906676,1.1195370737,1.0414684444,0.08643167551907291,4.06,166.5574036,3.8876540087,3,908.0,3,1916,0.016,4,1,0,2313.0,12,0
13251,2.85,2.2506668012,5.8119382561,4.980230707,0.8471337579617835,2.66,182.5429545,1.9657890828,1,2176.0,0,1949,0.19,4,1,3,6758.0,81,0
13252,4.16,0.8103468106,1.196663199,0.9935714648,-0.22204934429873305,2.69,175.0512181,3.878547789,1,1216.0,6,1912,0.021,3,1,0,2637.0,7,0
13253,4.28,2.2698449185,5.8490101811,5.0181955858,2.3204798628963155,3.14,168.5979178,1.9660076889,2,4690.0,4,1936,0.312,5,1,2,12186.0,0,0
13254,3.99,1.8310074444,5.559035615499999,4.7499988314,0.3668913226621736,2.69,175.0512181,1.345000978,1,2155.0,4,1937,0.109,5,1,1,4421.0,50,0
13255,5.67,1.8271366712,5.5598761524,4.7528933564,-0.09840288511076764,3.24,195.8744368,1.3263011769,1,1650.0,4,1937,0.136,3,1,1,4576.0,77,0
13256,2.85,2.2658383919,5.8532328911,5.0229136329,0.6435175672899116,2.66,182.5429545,1.954185224,1,2330.0,4,1936,0.185,3,1,1,6178.0,38,0
13257,2.82,2.0036529251,5.708903451,4.8928273337,0.2863866132124804,3.29,194.8306605,1.5586544944999998,1,1800.0,4,1950,0.115,3,1,2,4835.0,12,0
13258,24.96,2.3176861838,5.901071602000001,5.0703655591,0.3792522734927585,3.21,194.1442297,2.0056129361000004,1,1768.0,4,1937,0.117,4,1,1,6273.0,57,0
13259,4.16,2.3825361001,5.8193821887,4.9836914055,0.7266949152542372,2.95,173.0314193,2.1880313992,2,2249.0,0,1942,0.279,3,1,2,6586.0,10,0
13260,1.73,2.2495078066,5.8623859017,5.033844734,0.6463059918557301,3.52,189.5440738,1.9126994088,1,1951.0,4,1939,0.192,4,1,2,6199.0,21,0
13261,2.43,2.2811890833,5.9037824922,5.0759098329,0.6625788367203924,3.39,192.8245948,1.9312198648,1,2226.0,4,1941,0.105,4,1,2,5803.0,68,0
13262,3.62,2.4493161926,5.8873901064,5.0516352724,0.6169049621530698,2.66,174.9641855,2.2473451013,1,2001.0,0,1966,0.254,3,1,1,7037.0,45,0
13263,4.63,0.6640493261,1.0586734269,0.9496350371,0.04936446940585279,2.66,174.9641855,2.2367191289,2,1520.0,3,1919,0.044,3,1,0,2674.0,6,0
13264,21.19,0.2836596457,2.0887748707,3.7974784507,0.0007165034631000718,3.66,166.02525580000002,2.0887783303,1,528.0,4,1900,0.011,1,0,1,3433.0,8,0
13265,2.06,3.1600569557,10.682031136,1.4109147887,-0.0109375,3.35,188.9390719,1.5449686350999998,1,800.0,0,1941,0.048,3,1,0,1289.0,98,0
13266,1.04,1.6936367331,1.7874553622,1.0486513812,-0.19632925472747487,3.27,189.236479,2.6658433168,1,1210.0,0,1985,0.0,2,0,1,0.0,7,0
13267,1.26,0.5601964016,3.5270764601,0.9343272558,-0.5214257108530236,3.27,189.236479,1.504505066,1,742.0,6,1925,0.0,1,0,0,1908.0,5,0
13268,15.19,0.5601964016,3.5270764601,0.9343272558,-0.42105263157894735,3.2,164.0254855,1.504505066,2,846.0,6,1925,0.0,2,0,0,2083.0,67,0
13269,35.58,0.5873854672,3.3103672366000003,0.7086389964,-0.0196078431372549,3.66,166.02525580000002,1.6721529463,1,1280.0,5,1906,0.024,2,0,0,2688.0,164,0
13270,14.38,0.4196742691,2.163301754,4.0186102592,1.3009431892958985,3.49,189.6382211,2.1633042623,1,1960.0,2,1975,0.0,2,0,0,7694.0,0,0
13271,10.91,0.4196742691,2.163301754,4.0186102592,1.7088036117381489,2.76,179.37516409999995,2.1633042623,1,2266.0,2,1975,0.0,2,1,1,7806.0,0,0
13272,34.24,0.4196742691,2.163301754,4.0186102592,0.9806481697365352,3.2,164.0254855,2.1633042623,1,1809.0,2,1975,0.0,2,0,0,6584.0,205,0
13273,26.61,0.4196742691,2.163301754,4.0186102592,0.09070034443168773,3.2,165.9509441,2.1633042623,1,1644.0,2,1975,0.0,1,0,0,5797.0,108,0
13274,9.52,0.4196742691,2.163301754,4.0186102592,1.153195829555757,2.66,174.7804831,2.1633042623,1,2266.0,2,1975,0.0,2,1,0,7217.0,152,0
13275,8.95,0.4196742691,2.163301754,4.0186102592,1.1519274376417237,2.66,174.9641855,2.1633042623,1,1960.0,2,1975,0.0,2,1,0,7059.0,0,0
13276,36.56,0.4196742691,2.163301754,4.0186102592,0.6594516594516594,3.82,168.16883080000005,2.1633042623,1,1960.0,2,1975,0.0,2,0,0,6980.0,13,0
13277,45.24,0.4196742691,2.163301754,4.0186102592,1.3964354527938343,3.46,168.14317490000005,2.1633042623,1,2266.0,2,1975,0.0,2,0,0,7901.0,255,0
13278,5.21,1.4532397763,3.1373723753,1.9199142061,-0.06768837803320563,3.27,195.9526553,2.2662214147,2,986.0,1,1948,0.039,3,1,0,0.0,8,0
13279,63.37,2.0643088256,9.6346926906,4.7946688312,-0.558043606364172,3.03,171.19616330000005,0.9598892557,2,810.0,0,1945,0.054000000000000006,2,1,0,1467.0,2,0
13280,96.27,1.9377023051,11.521593461300002,1.2323290824,0.15136876006441224,4.44,165.8540725,0.9114576081,3,1188.0,0,2000,0.03,3,0,0,2702.0,88,0
13281,82.44,2.0341031802,5.7499008291,4.9362922317,0.3118703460359177,4.08,164.60666940000004,1.5658795525,1,2180.0,4,1952,0.295,3,1,2,6027.0,8,0
13282,83.16,1.5727373084,9.5072708979,2.8329387879000003,0.2526150627615063,4.04,169.4708133,1.8677173918,1,832.0,0,1951,0.039,2,1,0,1864.0,28,0
13283,5.21,1.727117361,3.3618583544,2.210492916,-0.19540229885057472,3.27,195.9526553,2.4605198838,1,986.0,1,1948,0.061,3,1,0,1851.0,24,0
13284,4.52,0.7791991767,2.1933026796,1.4499780928,0.5720653789004457,2.69,175.0512181,0.7947432689,1,1608.0,0,1913,0.039,4,1,0,2801.0,5,0
13285,4.55,0.9990168362,4.5273493077,2.458819387,0.11407976827094475,3.27,195.9526553,1.6950486526,1,524.0,23,1990,0.0,1,0,0,3022.0,9,0
13286,2.58,0.9990168362,4.5273493077,2.458819387,0.13009751773049644,3.29,194.8306605,1.6950486526,2,538.0,23,1990,0.0,1,0,0,3195.0,6,0
13287,4.26,1.4514768584,3.1433706128,1.9191738762,-0.5619912335629305,2.66,174.9641855,2.261958609,1,1070.0,1,1948,0.049,3,1,0,2030.0,1,0
13288,87.65,1.735983596,11.1729523452,0.8877311295999999,-0.5729556386958845,4.18,170.4751925,0.5509761584,2,1152.0,0,1946,0.08,3,1,0,2111.0,239,0
13289,75.11,1.6246435565,9.641819094299999,2.9992652591000004,-0.11771630370806355,3.25,164.6735404,1.7950207568,1,1012.0,0,1952,0.066,3,1,1,1699.0,204,0
13290,3.82,2.0789381528,5.790567986799999,4.9757355944,0.16862880886426593,3.27,195.9526553,1.6166964788999998,1,1898.0,4,1950,0.152,4,1,2,5073.0,13,0
13291,3.65,2.0445696735,5.7645305459000005,4.9520898905,-0.3561557788944724,2.66,174.7804831,1.5664842663,2,3012.0,4,1957,0.115,4,1,0,3509.0,16,0
13292,80.36,1.8675096709,9.4219922542,4.5982384111000005,0.07415368081676517,4.09,163.3011429,0.8533746995999999,2,810.0,0,1945,0.0,2,1,0,1912.0,110,0
13293,5.59,0.15208779390000002,0.5721328263000001,0.5358894547999999,-0.3269054178145087,2.85,174.1138544,2.2943125417,1,593.0,3,1957,0.0,1,0,0,1890.0,132,0
13294,29.95,1.9135398838,9.4689827645,4.6444798718,0.1364256480218281,3.19,193.6113816,0.877109641,1,810.0,0,1945,0.047,3,1,0,1185.0,31,0
13295,10.66,1.9893637651,9.544789679099999,4.7203366404,0.11876750700280113,2.66,182.5429545,0.9215637096,2,810.0,0,1948,0.052000000000000005,2,0,0,14556.0,7,0
13296,41.46,0.5040545394,1.0859772094,0.5322933818,0.08344113842173351,3.31,165.7220839,1.7836656915,2,1440.0,3,1911,0.041,3,1,0,2778.0,88,0
13297,2.29,1.9666781283,11.523304118599999,1.2345781795,-0.2149431510557661,3.49,189.6382211,0.9194730491,1,1152.0,0,2000,0.033,3,1,0,2533.0,91,0
13298,3.65,2.7044166017,6.0812167846000005,5.2448649889,0.6855108877721943,2.66,174.7804831,2.5217881031,1,2468.0,0,1936,0.172,5,1,3,5551.0,39,0
13299,1.33,1.1320047376,3.0311493977,1.5945801971,-0.08663160808192638,3.3,188.6493901,1.9962917587,1,1122.0,1,1948,0.057,4,1,0,2207.0,6,0
13300,59.62,1.0680118762000002,1.6529260794,0.9373533856,0.09292604501607717,3.81,166.7851862,1.225815088,1,1360.0,0,1924,0.045,3,1,0,3360.0,320,0
13301,17.67,1.5892567434,9.686898885,3.1139362621,-0.4044783230109576,3.25,195.0863121,1.6651544635,1,832.0,0,1953,0.039,2,1,0,1232.0,1,0
13302,87.65,1.9184221776,11.5209454758,1.231702839,0.2827365045430251,4.18,170.4751925,0.9070633651,1,1104.0,0,2000,0.052000000000000005,4,0,0,2567.0,48,0
13303,34.87,0.35536956490000005,2.2039816493,3.9632599122,0.6179290508149569,4.06,166.5574036,2.2039843765,1,1024.0,4,1900,0.014,2,0,1,5192.0,60,0
13304,81.0,2.0011059987,9.550562688200001,4.7320893419,-0.5233297985153764,3.81,166.7851862,0.9331013615,2,930.0,0,1945,0.046,3,1,0,2020.0,158,0
13305,50.39,0.6182372927,1.2030966012,0.5817646075999999,0.7603359173126615,3.35,166.74153180000005,1.6569663713999998,2,2020.0,0,1922,0.065,3,1,0,3042.0,5,0
13306,22.84,2.1227271698,11.5691992787,1.292394117,-0.3754285714285713,2.69,175.0512181,1.0058237499,1,1122.0,0,1952,0.052000000000000005,3,1,0,1513.0,15,0
13307,1.33,0.289520673,0.8576854386,0.4715748628,-0.5653253849975162,3.3,188.6493901,2.0105764104,2,387.0,3,1975,0.0,1,0,0,1203.0,37,0
13308,3.84,1.2274143717,3.0782744847,1.6947927853,-0.19863861386138607,2.66,174.7804831,2.0668232782,2,1223.0,1,1948,0.091,3,1,0,2419.0,10,0
13309,76.54,1.1479253009,10.1242328018,0.8771853979,-0.5379955947136564,3.66,166.02525580000002,0.8733218973000001,1,1187.0,3,1946,0.025,3,1,0,1858.0,152,0
13310,5.59,0.4045697191,2.581063166,1.8171576507,-0.21181512090603002,2.85,174.1138544,0.5422775493,2,1428.0,0,1926,0.041,3,1,0,2795.0,8,0
13311,6.77,1.6153645822,9.1295919223,4.3386975213,-0.2967032967032967,3.17,187.9588779,0.8004135731,1,2518.0,3,1922,0.275,4,1,0,3068.0,127,0
13312,3.2,2.3730844632,9.949048700599999,5.0986433641,-0.549367088607595,3.35,188.9390719,1.1916596538,1,1638.0,0,1965,0.081,3,1,1,2176.0,18,0
13313,8.57,0.3796939046,3.991297704,1.8506271784,0.09550173010380623,3.14,168.5979178,1.7645423482,1,910.0,21,2005,0.0,2,0,0,3690.0,93,0
13314,35.74,0.3796939046,3.991297704,1.8506271784,-0.15741187831965234,4.06,166.5574036,1.7645423482,1,597.0,21,2005,0.0,1,0,0,2350.0,34,0
13315,10.65,0.3796939046,3.991297704,1.8506271784,-0.050667642216938,3.24,195.8744368,1.7645423482,1,910.0,21,2005,0.0,2,0,0,3766.0,3,0
13316,3.68,0.3796939046,3.991297704,1.8506271784,-0.04299889746416759,2.66,174.7804831,1.7645423482,1,906.0,21,2005,0.0,2,0,0,3679.0,55,0
13317,8.57,0.3796939046,3.991297704,1.8506271784,0.09550173010380623,3.14,168.5979178,1.7645423482,1,1005.0,21,2005,0.0,2,0,0,3954.0,6,0
13318,4.16,0.3796939046,3.991297704,1.8506271784,0.11135585685707937,2.69,175.0512181,1.7645423482,1,906.0,21,2005,0.0,2,0,0,3679.0,12,0
13319,57.74,0.3796939046,3.991297704,1.8506271784,0.16971916971916973,4.42,168.7854764,1.7645423482,1,902.0,21,2005,0.0,2,0,0,3940.0,35,0
13320,82.21,0.9215545157,1.5068689844,0.8156773116,0.20645792563600784,4.42,168.7854764,1.3690116518000002,3,1558.0,0,1925,0.039,4,1,0,39031.0,7,0
13321,41.46,0.7743042797,2.1855904653,1.4361792425,-0.032988357050452784,3.31,165.7220839,0.7774316653,3,1280.0,0,1910,0.039,4,1,0,2934.0,138,0
13322,5.59,0.5454334111,2.4307508342,1.6733480392,-0.15824915824915825,2.85,174.1138544,0.6214157911,3,1260.0,0,1922,0.041,3,1,0,2580.0,36,0
13323,71.91,2.6974398664,10.8956877924,5.1415242764,-0.05955188679245281,3.2,164.0254855,1.4795196743,2,832.0,2,1951,0.07200000000000001,2,1,0,1609.0,68,0
13324,17.67,1.2287715155,8.6963024832,3.9151264626,-0.10195331110052404,3.25,195.0863121,0.8888545837,1,1672.0,6,1921,0.141,6,1,0,2288.0,80,0
13325,29.95,1.9643993185,9.4988069882,4.6953030405,-0.04502046384720328,3.19,193.6113816,0.9219209695,1,810.0,0,1945,0.063,2,1,0,1364.0,54,0
13326,61.31,1.3400364842,3.1336885695,1.8116000491,0.09871534820824884,4.04,169.4708133,2.1536465609,1,1240.0,1,1973,0.069,3,1,0,2428.0,938,0
13327,4.74,0.3140728482,3.9800963934,1.5944775934,-0.1150703586019065,2.85,174.1138544,1.4572165857,1,670.0,16,2007,0.0,1,0,0,3028.0,5,0
13328,2.09,0.3140728482,3.9800963934,1.5944775934,0.2651057401812689,3.36,190.6250739,1.4572165857,2,998.0,16,2007,0.0,2,0,0,4050.0,10,0
13329,1.96,0.3140728482,3.9800963934,1.5944775934,-0.15350539291217258,3.48,188.1609222,1.4572165857,1,692.0,16,2007,0.0,1,0,0,2998.0,43,0
13330,2.67,0.3140728482,3.9800963934,1.5944775934,-0.1865851398925329,3.29,194.8306605,1.4572165857,2,692.0,16,2007,0.0,1,0,0,2939.0,6,0
13331,4.43,0.3140728482,3.9800963934,1.5944775934,0.2452955501439008,2.66,174.9641855,1.4572165857,1,868.0,16,2007,0.0,2,0,0,3701.0,0,0
13332,11.95,0.3140728482,3.9800963934,1.5944775934,-0.07,3.16,164.31463390000005,1.4572165857,2,693.0,16,2007,0.0,1,0,0,2851.0,5,0
13333,1.53,0.3140728482,3.9800963934,1.5944775934,0.10995982237259463,3.17,187.9588779,1.4572165857,1,933.0,16,2007,0.0,2,0,0,3881.0,55,0
13334,2.45,0.3140728482,3.9800963934,1.5944775934,0.3685939553219448,2.77,176.82254369999995,1.4572165857,1,998.0,16,2007,0.0,2,0,0,4050.0,6,0
13335,41.04,0.3140728482,3.9800963934,1.5944775934,0.4465105047090075,4.04,169.4708133,1.4572165857,2,1345.0,16,2007,0.0,2,0,0,6130.0,84,0
13336,2.67,0.3140728482,3.9800963934,1.5944775934,-0.17363350009264406,3.29,194.8306605,1.4572165857,1,703.0,16,2007,0.0,1,0,0,2969.0,55,0
13337,1.53,0.3140728482,3.9800963934,1.5944775934,0.2455064495665045,3.17,187.9588779,1.4572165857,1,888.0,16,2007,0.0,2,0,0,3762.0,27,0
13338,2.56,0.3140728482,3.9800963934,1.5944775934,0.19669277632724108,2.76,179.37516409999995,1.4572165857,1,881.0,16,2007,0.0,2,0,0,3743.0,6,0
13339,2.08,0.3140728482,3.9800963934,1.5944775934,-0.2331150608044901,3.39,192.8245948,1.4572165857,1,692.0,16,2007,0.0,1,0,0,2939.0,6,0
13340,36.28,0.3140728482,3.9800963934,1.5944775934,-0.07925351429956375,4.08,164.60666940000004,1.4572165857,3,711.0,16,2007,0.0,1,0,0,3073.0,8,0
13341,52.53,0.3140728482,3.9800963934,1.5944775934,-0.007263922518159807,4.28,170.1945226,1.4572165857,1,881.0,16,2008,0.0,2,0,0,3623.0,90,0
13342,2.45,0.3140728482,3.9800963934,1.5944775934,-0.13491020586947,2.77,176.82254369999995,1.4572165857,1,670.0,16,2007,0.0,1,0,0,3056.0,9,0
13343,62.0,0.3140728482,3.9800963934,1.5944775934,0.2836647369745784,4.44,165.8540725,1.4572165857,1,880.0,16,2007,0.0,2,0,0,4239.0,33,0
13344,3.68,0.3140728482,3.9800963934,1.5944775934,0.7089305402425579,2.66,174.7804831,1.4572165857,1,1011.0,16,2007,0.0,2,0,0,4276.0,20,0
13345,2.26,0.3140728482,3.9800963934,1.5944775934,-0.0991789109766638,2.66,182.5429545,1.4572165857,1,692.0,16,2007,0.0,1,0,0,3135.0,0,0
13346,1.45,0.3140728482,3.9800963934,1.5944775934,-0.1125103220478943,3.49,189.6382211,1.4572165857,1,692.0,16,2007,0.0,1,0,0,3135.0,8,0
13347,1.26,0.3140728482,3.9800963934,1.5944775934,-0.07909491389667601,3.27,189.236479,1.4572165857,1,711.0,16,2007,0.0,1,0,0,3188.0,4,0
13348,26.93,0.3140728482,3.9800963934,1.5944775934,0.08539895060611544,3.19,193.6113816,1.4572165857,1,881.0,16,2007,0.0,2,0,0,3858.0,18,0
13349,2.67,0.3140728482,3.9800963934,1.5944775934,-0.36075597554196775,3.29,194.8306605,1.4572165857,1,479.0,16,2007,0.0,1,0,0,2333.0,11,0
13350,1.94,0.3140728482,3.9800963934,1.5944775934,-0.1515506143943827,3.48,188.1721628,1.4572165857,1,670.0,16,2007,0.0,1,0,0,2939.0,0,0
13351,2.67,0.3140728482,3.9800963934,1.5944775934,-0.027422642208634426,3.29,194.8306605,1.4572165857,1,881.0,16,2007,0.0,2,0,0,3685.0,38,0
13352,57.74,0.3140728482,3.9800963934,1.5944775934,0.032722832722832725,4.42,168.7854764,1.4572165857,1,867.0,16,2007,0.0,2,0,0,3548.0,84,0
13353,1.48,0.3140728482,3.9800963934,1.5944775934,0.09582463465553236,3.43,189.27894,1.4572165857,1,909.0,16,2007,0.0,2,0,0,3818.0,11,0
13354,10.65,0.3140728482,3.9800963934,1.5944775934,-0.2136455094201573,3.24,195.8744368,1.4572165857,1,703.0,16,2007,0.0,1,0,0,2969.0,4,0
13355,11.95,0.3140728482,3.9800963934,1.5944775934,0.30209302325581394,3.16,164.31463390000005,1.4572165857,1,888.0,16,2007,0.0,2,0,0,3756.0,171,0
13356,2.04,0.3140728482,3.9800963934,1.5944775934,-0.20911170415554708,3.35,188.9390719,1.4572165857,1,670.0,16,2007,0.0,1,0,0,2939.0,103,0
13357,58.32,0.3140728482,3.9800963934,1.5944775934,0.15311956251553566,4.37,166.0036383,1.4572165857,1,881.0,16,2007,0.0,2,0,0,3748.0,0,0
13358,57.67,0.3140728482,3.9800963934,1.5944775934,0.145998023715415,4.33,167.1401414,1.4572165857,1,880.0,16,2007,0.0,2,0,0,3906.0,0,0
13359,52.53,0.3140728482,3.9800963934,1.5944775934,0.6292978208232446,4.28,170.1945226,1.4572165857,1,1345.0,16,2007,0.0,2,0,0,6163.0,65,0
13360,23.33,0.3140728482,3.9800963934,1.5944775934,-0.2411360347322721,3.21,194.1442297,1.4572165857,1,692.0,16,2007,0.0,1,0,0,2939.0,67,0
13361,11.95,0.3140728482,3.9800963934,1.5944775934,0.30209302325581394,3.16,164.31463390000005,1.4572165857,1,1036.0,16,2007,0.0,2,0,0,4151.0,8,0
13362,2.04,0.3140728482,3.9800963934,1.5944775934,-0.18128097598170034,3.35,188.9390719,1.4572165857,1,693.0,16,2007,0.0,1,0,0,2864.0,123,0
