,PctOfHomesDecreasingInValues,distance_grocery_km,distance_public_school_arts_center_km,distance_public_school_ye_km,ListPrice2_delta,FreddieMac15yr,PriceIndex,distance_cap_gain_school_km,SaleCount,TaxTotalLivingArea,count_metro_station_km,YearBuilt,Acres,Bedrooms,BasementY/N,Fireplaces,TotalTaxes2,DOMP,qcut_DOMP
1336,6.2,0.2790317122,1.6952864425,1.3535093372,0.3190552441953563,3.29,194.8306605,3.3038701123000003,1,987.0,6,2008,0.0,2,0,1,3797.0,8,0
1337,34.03,0.3230346258,2.7097892762,1.6598525025,2.8461538461538463,3.21,194.1442297,3.1917814996,1,2807.0,6,1890,0.062,4,1,3,13191.0,21,0
1338,4.14,0.33689884299999995,1.0819041038,1.504586575,0.11821573225325092,3.49,189.6382211,3.4959381265,1,1151.0,3,1911,0.0,2,0,1,3791.0,7,0
1339,1.38,0.8730092206,2.152726696,1.3227455662,0.5947006869479883,3.48,188.1721628,0.6341162218,1,1858.0,0,1923,0.132,4,1,1,3893.0,73,0
1340,61.19,0.7631323534000001,2.2827334857,1.45304252,0.31329113924050633,3.82,168.16883080000005,0.5069864754,1,1312.0,0,1923,0.117,3,1,1,3720.0,113,0
1341,1.06,0.7065355242,3.5404196252,1.2330393122,0.7664405780005898,3.17,187.9588779,1.2085656082,1,1734.0,0,1936,0.071,3,1,1,2877.0,21,0
1342,5.21,0.40124188,3.3792371099,0.4565224488,1.0433971902937422,3.27,195.9526553,0.7885341562999999,2,1885.0,3,1913,0.158,6,1,0,3380.0,13,0
1343,2.0,0.4798818749,0.4048991102,0.8957815295,-0.07981402557148393,3.48,188.1721628,2.8255658485,1,1452.0,6,1911,0.045,3,1,0,3282.0,0,0
1344,60.22,0.5252757618,0.5798120031,0.4352527307,0.488,3.46,168.14317490000005,2.3417858462,1,1814.0,3,1917,0.067,3,1,0,4423.0,72,0
1345,1.38,0.4271922269,0.6230859321,0.300931879,0.9596418056918548,3.48,188.1721628,2.2257546391,1,1980.0,3,1921,0.07,5,1,1,4028.0,8,0
1346,47.38,0.7767884170999999,3.5613276393,1.3052656612,0.022154055896387186,3.66,166.02525580000002,1.2698778393,2,1212.0,0,1939,0.079,3,1,2,3170.0,252,0
1347,1.77,0.7336102416,2.08003412,2.9934907009,7.885245901639344,3.49,189.6382211,2.0800408674,1,3466.0,11,1891,0.03,5,1,4,12044.0,5,0
1348,8.11,0.5279298584000001,1.3261175008,3.8362416016,-0.0343995171997586,3.3,188.6493901,1.32612208,1,896.0,2,1900,0.017,2,1,1,5875.0,0,0
1349,89.0,1.4222796271,11.3671978791,1.1712955003,-0.19624664879356568,4.42,168.7854764,0.7948346378,1,1364.0,0,1976,0.036000000000000004,4,1,0,0.0,126,0
1350,15.32,0.6501274429999999,5.0164315424,0.8413240322,-0.2586864406779661,3.25,195.0863121,1.1365178967,1,1372.0,0,1926,0.037000000000000005,3,1,0,1905.0,32,0
1351,1.98,0.5716243436999999,0.4276193014,0.6984795039,0.23517786561264825,3.27,189.236479,2.621406373,1,2108.0,6,1919,0.116,4,1,1,3744.0,0,0
1352,8.88,1.1955911146,4.8442534138,4.0239220928,0.15125191619826264,3.25,195.0863121,0.9723301533,1,2228.0,0,1927,0.113,4,1,1,4091.0,5,0
1353,46.95,0.2011682396,0.9180936412,1.6015044668,1.0010017530678688,3.32,167.5460189,3.5590222442000004,1,2664.0,3,1911,0.06,4,1,0,7574.0,13,0
1354,3.75,0.7038181383,3.4530715868,0.4743973895,0.3611825192802057,3.29,194.8306605,0.7962763056000001,1,1344.0,3,1907,0.08199999999999999,3,1,1,3011.0,6,0
1355,1.98,0.2484650607,0.5119838568999999,1.1296919896,0.4021739130434783,3.27,189.236479,3.0616377092,1,1312.0,6,1909,0.038,3,1,1,3831.0,36,0
1356,9.93,0.476719638,1.4017263975999998,3.7408926429,0.3189289501590668,2.66,174.9641855,1.4017313636000002,1,1336.0,2,1900,0.022,2,1,4,7499.0,5,0
1357,9.82,0.7124416079000001,2.3404465105,1.511232762,-0.29906542056074764,3.03,171.19616330000005,0.4490814178,2,1840.0,0,1924,0.099,3,1,1,3307.0,8,0
1358,10.66,2.0473335149,10.3342800272,4.42091195,-0.5518207282913166,2.66,182.5429545,0.9846260347,1,1129.0,0,1939,0.057,3,1,0,1534.0,22,0
1359,15.87,0.6379207374,1.2079661327,3.9533086549,-0.20503057574708666,3.27,195.9526553,1.2079702622,2,900.0,0,1900,0.016,2,0,1,5116.0,56,0
1360,19.42,0.5602443438,1.328926206,1.4301322202000002,-0.15338645418326693,3.25,195.0863121,3.3888658298000003,1,763.0,6,1914,0.0,1,0,0,2542.0,0,0
1361,4.79,0.5602443438,1.328926206,1.4301322202000002,-0.13492927094668114,3.17,187.9588779,3.3888658298000003,1,792.0,6,1914,0.0,2,0,0,2572.0,4,0
1362,8.53,0.5602443438,1.328926206,1.4301322202000002,-0.17942857142857144,2.85,174.1138544,3.3888658298000003,1,794.0,6,1914,0.0,2,0,0,2400.0,5,0
1363,8.94,1.8613199311,8.8314857596,2.6556485623,0.2722298221614227,3.48,188.1609222,2.7513630544,2,1192.0,3,1905,0.051,4,0,0,6761.0,5,0
1364,38.48,0.5918309787,0.4155888324,0.7540000095,-0.05573525752674795,3.35,166.74153180000005,2.6783186273,2,1280.0,6,1911,0.046,3,1,1,3277.0,6,0
1365,91.81,1.895150757,8.8856362959,2.5272460091,-0.41292550567340897,4.09,163.3011429,2.6111676842,1,960.0,3,1946,0.047,2,1,0,1725.0,69,0
1366,9.6,1.8222772274,8.7485554326,2.4472914138,0.2409747292418773,3.35,188.9390719,2.9449651215,1,1444.0,3,1905,0.08800000000000001,3,0,0,1808.0,12,0
1367,10.37,0.1002736269,2.2208752961,1.4269351841,1.4965020987407556,3.27,195.9526553,3.2551263555000003,2,1202.0,6,1915,0.033,2,1,2,5357.0,32,0
1368,49.49,0.4791709713,1.4014738481,3.7365514251,0.3056311207834603,3.25,164.6735404,1.4014788434999998,1,1764.0,2,1900,0.023,2,1,4,8376.0,8,0
1369,25.98,0.456346218,1.521041085,1.3629499375999998,-0.5041666666666667,3.31,194.4612831,3.3512004525,1,567.0,6,1966,0.0,1,0,0,1583.0,7,0
1370,3.32,0.456346218,1.521041085,1.3629499375999998,-0.35004074979625105,3.48,188.1609222,3.3512004525,1,630.0,6,1966,0.0,1,0,1,2007.0,45,0
1371,4.13,0.4966474246,1.2723073517,1.460453855,-0.03100775193798449,3.43,189.27894,3.3984440764,1,1006.0,5,1915,0.0,2,0,1,3374.0,118,0
1372,4.69,0.4966474246,1.2723073517,1.460453855,0.4949267192784668,2.66,174.7804831,3.3984440764,1,1398.0,5,1915,0.0,2,0,1,5058.0,2,0
1373,13.53,0.4966474246,1.2723073517,1.460453855,0.4423297408851181,3.03,171.19616330000005,3.3984440764,1,1587.0,5,1915,0.0,2,0,1,5778.0,34,0
1374,2.94,0.166495258,0.8659640326000001,1.5744596308,0.4418604651162791,3.39,192.8245948,3.5092623368,2,1260.0,3,1900,0.0,2,0,1,6266.0,9,0
1375,33.17,0.2143759425,0.5403801015999999,1.1633840854000002,0.22041420118343194,3.31,165.7220839,3.0943318195,1,1482.0,6,1909,0.038,3,1,0,3261.0,20,0
1376,10.37,0.2760338942,2.7703385643000003,1.7008736309,0.4571257245652609,3.27,195.9526553,3.1653523883,1,953.0,8,1905,0.0,2,0,2,5110.0,5,0
1377,91.65,1.4263380454,8.3888062249,1.9429373997,-0.1214859437751004,4.22,163.3624446,2.8335174053,1,1480.0,1,1925,0.037000000000000005,3,1,0,1970.0,207,0
1378,5.59,1.0071106887,2.0469329811000003,1.2128996623,0.17845117845117844,2.85,174.1138544,0.7605278444,2,1920.0,0,1923,0.146,7,1,1,4582.0,9,0
1379,4.28,1.7195900708,5.4267125314,4.6120743329,0.4779348757497858,3.14,168.5979178,1.2941299052,1,2109.0,0,1938,0.128,4,1,2,4926.0,116,0
1380,44.15,0.3194335154,0.4791027897,1.0563122712000002,-0.2829581993569132,4.44,165.8540725,2.9856451411,2,1448.0,6,1908,0.039,4,1,2,3960.0,0,0
1381,1.39,0.3958861207,0.4465964335,0.9798735164,0.5819790166632379,3.43,189.27894,2.9078027459,1,1484.0,6,1910,0.042,4,1,0,5159.0,33,0
1382,2.19,0.5443314356,0.4151933973,0.832945478,0.2987792675605363,3.52,189.5440738,2.7582045479,1,1280.0,6,1911,0.029,3,1,0,2997.0,115,0
1383,55.7,0.5507435589999999,0.5085781482,0.5355668748,0.9241888853196274,3.32,167.5460189,2.4502529549000003,2,1820.0,3,1920,0.062,3,1,1,3659.0,21,0
1384,42.6,0.4834835767,1.3985756236000002,3.7347499688,0.07147646506638057,4.08,164.60666940000004,1.398580641,1,1228.0,2,1900,0.022,3,1,3,6847.0,125,0
1385,26.64,0.5371030159,1.3186491699,3.8323641787,-0.13604898828540998,4.28,170.1945226,1.3186538022,1,844.0,2,1900,0.017,2,1,1,5111.0,35,0
1386,1.98,0.287460327,0.4990347125,1.0883528523,0.34189723320158105,3.27,189.236479,3.017550899,1,1488.0,6,1909,0.038,3,1,0,3802.0,7,0
1387,1.85,0.893278323,2.1627037851,1.3301234384,0.8289473684210527,3.49,189.6382211,0.6395327337,1,1858.0,0,1922,0.128,3,1,1,4110.0,38,0
1388,19.3,1.884279919,8.8397201132,2.5992094138,-0.1095890410958904,2.8,174.8671796,2.7966995954,1,2702.0,3,1910,0.151,4,1,0,2223.0,8,0
1389,31.4,0.3996465315,0.4501150093,0.97635662,0.7098825831702544,3.25,164.6735404,2.9032908366,1,1760.0,6,1910,0.042,4,1,1,2853.0,69,0
1390,23.74,0.0710419318,0.7206011551,1.4016285366,0.3409619166815662,3.31,194.4612831,3.3345183714,1,1652.0,6,1913,0.058,4,1,1,3663.0,105,0
1391,57.15,0.5357404353,0.5878323677,0.4398746215,0.5611854684512428,3.66,166.02525580000002,2.3420363883,1,1578.0,3,1914,0.06,4,1,0,4703.0,114,0
1392,4.28,0.6010618061999999,0.4276167208,0.7529241606,0.6178918169209431,2.95,173.0314193,2.6746361045,1,1590.0,6,1951,0.046,4,1,0,3502.0,5,0
1393,83.39,1.8390163478,8.7639382584,2.4527715362,-0.07256493506493507,3.81,166.7851862,2.9378386053,2,992.0,3,1968,0.057,4,1,0,2767.0,61,0
1394,29.39,0.4880037363000001,1.3955575062,3.7328725326,0.7091152815013405,3.2,165.9509441,1.3955625466,1,1360.0,3,1870,0.024,3,1,2,10095.0,0,0
1395,62.77,0.5402558516,1.3161013719,3.8310896317,-0.2053872053872054,3.69,168.89499540000003,1.3161060220999998,2,896.0,2,1900,0.017,2,1,1,4888.0,0,0
1396,2.46,1.8814458122,8.9521914608,2.5129372355,-0.13366336633663367,2.72,185.6306252,2.5849318391,1,960.0,3,1946,0.065,2,1,0,1339.0,11,0
1397,2.46,1.8457024341,8.797857755499999,2.497530058,0.6782178217821783,2.72,185.6306252,2.8929579758,1,1992.0,3,1910,0.22,4,1,0,2236.0,76,0
1398,31.24,0.5129137494,1.3603650134,3.7665085098,0.2560909583107742,4.37,166.0036383,1.3603699535,1,1921.0,2,1900,0.042,2,0,1,9764.0,11,0
1399,3.51,0.5687137496,3.8811094857,0.9656442377,0.03093580819798917,3.27,195.9526553,1.5768625935,2,1024.0,1,1940,0.029,3,0,0,1760.0,6,0
1400,33.17,0.1078079673,0.6255035434,1.2738474028,0.18318540433925048,3.31,165.7220839,3.204330361,1,1020.0,6,2005,0.0,2,0,0,4073.0,39,0
1401,14.07,0.1078079673,0.6255035434,1.2738474028,0.15944917557528535,3.24,195.8744368,3.204330361,1,1572.0,6,2005,0.0,2,0,0,5926.0,10,0
1402,1.84,0.5019796745,3.4092811331,0.4446854348,0.4729950900163666,3.48,188.1609222,0.7666707438,1,2386.0,3,1909,0.172,6,1,0,3334.0,10,0
1403,57.14,0.4765160096,0.4372088694,0.9012099976,0.594311377245509,3.68,168.7131123,2.8250968084,2,1416.0,6,1911,0.042,4,1,0,4606.0,101,0
1404,60.94,0.42223909,3.4761736016,0.9138344074,0.7053998632946001,3.35,166.74153180000005,0.9445032305,1,1616.0,3,1938,0.094,3,1,2,3413.0,152,0
1405,55.14,0.605655767,0.4336005138,0.7523950804999999,0.3132589838909541,3.69,168.89499540000003,2.672757324,1,1536.0,6,1911,0.046,3,1,1,3760.0,7,0
1406,15.87,0.6635685345000001,1.1483430042,4.000182648,1.0179993077189342,3.27,195.9526553,1.1483469757,2,1968.0,0,1900,0.024,3,0,3,12522.0,8,0
1407,63.27,0.7305357245999999,2.3471146485,1.5160535647,0.26225877886744703,4.06,166.5574036,0.4552742834,1,1280.0,0,1925,0.099,3,1,1,3392.0,111,0
1408,30.28,1.9157237185,8.8936262626,2.6666954585,0.5259197324414716,3.21,194.1442297,2.7286194268,1,1412.0,3,1887,0.132,3,0,0,1355.0,6,0
1409,2.19,0.1476675293,0.5939015218,1.2308456409,0.8791274764858915,3.52,189.5440738,3.1609514674,1,2416.0,6,1909,0.036000000000000004,5,1,1,4776.0,2,0
1410,44.15,0.3629418214,0.4711927769,1.0131756339,-0.3076923076923077,4.44,165.8540725,2.9394059833,1,1700.0,6,1908,0.045,4,1,1,4671.0,5,0
1411,2.67,0.568784773,5.0862440147,0.9257607901,0.26032054395337545,3.17,187.9588779,1.1013730923,1,1188.0,0,1938,0.051,4,1,0,2252.0,3,0
1412,45.02,1.9221847495,8.9149787837,2.4853204929,-0.5736643281165678,3.03,171.19616330000005,2.5702512059,2,900.0,3,1943,0.023,2,1,0,1233.0,6,0
1413,3.14,0.5600388640999999,1.4207879759,1.385073112,0.05103280680437424,3.35,188.9390719,3.3771745289,1,855.0,6,2005,0.0,2,0,0,3309.0,15,0
1414,1.38,0.6213378571,2.5320040683,1.7002156030000002,1.033856722276742,3.48,188.1721628,0.3035919198,2,1624.0,0,1935,0.122,4,1,1,4103.0,29,0
1415,79.41,1.8949043786,8.854906095499999,2.6061192688,-0.18115279048490399,3.91,167.9615905,2.7880101955,1,2366.0,3,1905,0.151,4,1,1,1683.0,680,0
1416,1.41,0.1033588415,0.6308873086,1.2767464469,0.24817670347989165,3.17,187.9588779,3.2065206903,1,1572.0,6,2005,0.0,2,0,0,5804.0,5,0
1417,16.48,0.4166106026,3.405103553,0.4809577676,0.2446879150066401,3.03,171.19616330000005,0.7627040941,1,1144.0,3,1929,0.086,2,1,0,2852.0,2,0
1418,66.52,0.5460747729,1.3116694652,3.8278417475,0.028555961564487763,3.46,168.14317490000005,1.3116741542,1,1080.0,2,1900,0.032,1,0,1,8050.0,108,0
1419,3.65,0.6197491971,5.0478978429,0.8702612188,-0.2283563362609787,2.66,182.5429545,1.1047140286,1,1072.0,0,1938,0.035,2,0,0,1945.0,0,0
1420,2.69,0.9585965416,2.1264754839,1.2916519404,1.060593569661995,3.17,187.9588779,0.6960721531999999,1,2200.0,0,1921,0.128,4,1,1,4066.0,18,0
1421,80.47,1.8514260787,5.5605812193,4.7459079887,0.6344888108819657,4.06,166.5574036,1.4099634948,2,2290.0,4,1930,0.119,4,1,1,4492.0,7,0
1422,32.15,1.2845790839,8.2553681496,1.8204447817,-0.2799505969534788,3.19,193.6113816,2.6980860555,1,1112.0,0,1926,0.026,3,1,0,1291.0,21,0
1423,1.29,0.1583268532,0.8085600143,1.5082119358,-0.2757894736842105,2.72,185.6306252,3.4424249199,1,704.0,4,1900,0.0,1,0,1,2746.0,2,0
1424,9.96,0.1583268532,0.8085600143,1.5082119358,-0.3573817486860965,3.14,168.5979178,3.4424249199,1,509.0,4,1900,0.0,0,0,0,2126.0,20,0
1425,1.63,0.537703556,5.1046886506,0.9573904095,-0.28873082907312736,3.48,188.1609222,1.10883522,2,1260.0,0,1939,0.051,3,1,0,2138.0,0,0
1426,2.92,0.5786944532,0.4618011527000001,0.6583085963,1.5112233445566778,2.72,185.6306252,2.5747150024,1,1962.0,6,1918,0.083,5,1,1,5810.0,9,0
1427,16.26,0.5703873043,0.5197042132,0.5506039865,-0.058103015075376886,3.2,165.9509441,2.4596043933,2,723.0,3,1920,0.0,2,0,0,2465.0,6,0
1428,1.39,0.61504886,0.4456499141,0.7516151965000001,-0.043406706439004315,3.43,189.27894,2.669150664,1,1334.0,6,1911,0.046,3,1,1,2696.0,13,0
1429,8.94,1.9173985557,8.9069746022,2.5188867292,-0.3388052895576835,3.48,188.1609222,2.5996102062,1,900.0,3,1946,0.025,2,1,0,1262.0,42,0
1430,3.13,0.8912535968,3.6927283574,0.9357548252,0.4527652818205874,3.36,190.6250739,1.1042188094,1,1711.0,0,1916,0.077,3,1,0,2981.0,163,0
1431,4.23,1.6243872641,5.3093139981,4.4910148601,0.4330543933054393,2.7,175.2482939,1.2530428513,1,2085.0,0,1932,0.135,4,1,1,4585.0,7,0
1432,25.62,0.3840051334,3.4037329744,0.5019658388,0.9269020387866732,3.19,193.6113816,0.7663855552,1,1872.0,3,1910,0.172,4,0,0,2386.0,10,0
1433,55.14,0.5178732111,0.4415472608,0.8621537265000001,0.7345724907063197,3.69,168.89499540000003,2.7830043929,2,1608.0,6,1911,0.035,3,1,0,3509.0,11,0
1434,21.42,0.5571192040999999,5.0971586588,0.9373957376,-0.1607427612253462,3.31,194.4612831,1.0937055828,1,1188.0,0,1938,0.051,3,1,0,2262.0,27,0
1435,7.8,1.2849867956,8.257701600599999,1.818067121,-0.5398587285570131,2.77,176.82254369999995,2.6969341922,2,1232.0,0,1926,0.026,2,1,0,2302.0,7,0
1436,7.07,0.5275760668,0.7368986651,0.3017637919,0.5439356435643564,2.95,173.0314193,2.1621634005000003,1,1720.0,3,1921,0.049,3,1,0,3016.0,6,0
1437,16.48,1.0085447647,3.6192746987,0.7915497125,0.6567065073041168,3.03,171.19616330000005,0.9953369702,2,1602.0,0,1938,0.155,4,1,1,3098.0,6,0
1438,69.8,1.4712874158000002,5.153785785899999,4.3358708915,0.40258382642998025,3.68,168.7131123,1.1268081413,1,1985.0,0,1929,0.136,4,1,1,5066.0,18,0
1439,2.53,0.0869468048,0.6478584682,1.2912938857,0.18532455315145813,3.36,190.6250739,3.2197781536,1,1572.0,6,2005,0.0,2,0,0,5804.0,21,0
1440,22.54,1.9126444324,8.8924637861,2.5921968996,-0.21397379912663755,3.27,195.9526553,2.6637370756,1,1347.0,3,2008,0.0,3,1,0,2043.0,137,0
1441,44.17,0.2854372674,0.5205873718,1.0909351602,0.03339020229100658,4.33,167.1401414,3.0159313962,1,1324.0,6,1909,0.038,3,1,1,3241.0,0,0
1442,84.5,0.6628801131000001,3.5470673106,1.1849694187,0.07839780896953097,4.37,166.0036383,1.1466867434,1,1152.0,0,1942,0.061,3,1,0,3228.0,49,0
1443,3.55,1.2847034844,8.260980279,1.8127816067,0.4424848766868311,3.3,188.6493901,2.6937943876,2,992.0,0,1926,0.026,3,1,0,1474.0,6,0
1444,65.73,0.5270358871999999,1.3517503029,3.7577308597,0.2880228136882129,3.32,167.5460189,1.3517553347,1,1581.0,2,1940,0.019,3,0,1,6655.0,3,0
1445,25.98,0.5778471303,1.4085732255,1.4108186119,-0.029761904761904764,3.31,194.4612831,3.3615565406,1,654.0,6,1964,0.0,2,0,0,3025.0,2,0
1446,18.5,0.149873206,0.8146742331999999,1.5099984225999998,-0.15516001438331534,3.25,195.0863121,3.4430720029,1,846.0,4,1890,0.0,2,0,0,2960.0,128,0
1447,1.29,0.3918798486,0.4809944179,0.9872416302,0.2208421052631579,2.72,185.6306252,2.9087365453,1,1368.0,6,1910,0.042,3,1,0,3228.0,13,0
1448,30.85,0.1439926505,0.8227187284,1.5169212591,-0.2511146780809702,3.21,194.1442297,3.4495107602,1,686.0,4,1900,0.0,1,0,1,2548.0,5,0
1449,46.33,0.1439926505,0.8227187284,1.5169212591,-0.4762484774665043,3.81,166.7851862,3.4495107602,1,669.0,4,1900,0.0,1,0,1,2872.0,5,0
1450,1.39,0.1439926505,0.8227187284,1.5169212591,-0.38490022629088666,3.43,189.27894,3.4495107602,1,550.0,4,1900,0.0,0,0,0,2232.0,45,0
1451,44.15,0.1439926505,0.8227187284,1.5169212591,-0.27462396894711305,3.91,167.9615905,3.4495107602,2,964.0,4,1900,0.0,2,0,0,3229.0,146,0
1452,1.52,0.5232929095000001,5.1205581848,0.9713090596,-0.1551643192488263,3.52,189.5440738,1.0932273797,1,1260.0,0,1939,0.051,5,1,0,2120.0,12,0
1453,86.4,1.8013239472,8.8051122644,2.4677861726,-0.6594005449591279,4.37,166.0036383,2.9193340785000004,1,1706.0,3,1903,0.057,4,1,1,2250.0,103,0
1454,61.73,1.0383313082,2.090709491,1.254424785,1.283322834645669,4.09,163.3011429,0.7653449735,2,2380.0,0,1921,0.092,5,1,1,4345.0,0,0
1455,1.41,0.1408616394,0.8323954992,1.5270585733000002,1.2150448010002084,3.17,187.9588779,3.4594826013,1,3750.0,3,1900,0.057,7,1,0,5016.0,5,0
1456,10.79,0.5679454382,1.293545115,3.8228289673,0.6143613586465194,2.66,182.5429545,1.2935499065,1,1713.0,2,1900,0.031,4,0,1,7518.0,5,0
1457,2.22,1.0046701532,2.1266836935,1.2904971253,0.7097469036079699,3.43,189.27894,0.7285903719,1,2328.0,0,1921,0.09,5,1,1,3918.0,9,0
1458,38.48,0.6006133325,0.4622015808,0.7862414205,0.3660114456332421,3.35,166.74153180000005,2.6998455981,2,1472.0,6,1911,0.046,3,1,0,3350.0,129,0
1459,71.91,1.1691092908,9.3992651312,3.7677616176,-0.027122641509433963,3.2,164.0254855,0.259427917,1,1178.0,2,1941,0.059,3,1,0,2028.0,126,0
1460,39.81,3.3670542673000003,11.140745804200002,1.7441885441,0.039168278529980664,3.31,194.4612831,1.7920923805000002,1,1024.0,0,1949,0.064,3,1,0,1188.0,23,0
1461,47.82,2.2270316531,10.4260272712,0.440796297,-0.20164233576642326,3.13,192.69357130000003,0.6246926519,2,1384.0,0,1939,0.129,4,1,1,1689.0,14,0
1462,1.38,1.130652159,1.9261972785,1.0907466026,1.0360647693817469,3.48,188.1721628,0.8891174575,1,1904.0,0,1928,0.122,4,1,1,3730.0,45,0
1463,9.17,0.1358402051,0.8349900197,1.5276854689,-0.14220518437385907,3.27,195.9526553,3.4595713081,2,912.0,3,1900,0.0,2,0,0,2974.0,6,0
1464,31.4,0.1358402051,0.8349900197,1.5276854689,0.02495107632093933,3.25,164.6735404,3.4595713081,2,899.0,3,1900,0.0,2,0,0,3867.0,33,0
1465,53.83,0.0789190869,0.6652454742,1.2967679677,0.02020939858777697,4.09,163.3011429,3.2220119537,1,1020.0,6,2005,0.0,2,0,0,4073.0,263,0
1466,38.56,0.0789190869,0.6652454742,1.2967679677,0.15452930728241562,3.13,192.69357130000003,3.2220119537,1,1572.0,6,2005,0.0,2,0,0,5926.0,19,0
1467,42.75,0.391138879,0.5009440355,0.992056676,-0.003601440576230492,4.18,170.4751925,2.9094645387,1,1730.0,6,1910,0.05,3,1,1,4501.0,8,0
1468,1.0,1.5403307431,5.2161558539,4.3969378435,0.09624600638977636,3.43,189.27894,1.1969870278,1,2023.0,0,1929,0.136,4,1,1,4451.0,7,0
1469,48.1,0.13165517470000002,0.9174498662,1.6108695031,-0.033816425120772944,4.42,168.7854764,3.5164860022,1,920.0,3,1918,0.0,2,0,0,3644.0,86,0
1470,34.61,0.13165517470000002,0.9174498662,1.6108695031,-0.14768683274021352,3.19,193.6113816,3.5164860022,1,820.0,3,1918,0.0,2,0,0,3009.0,3,0
1471,43.62,0.13165517470000002,0.9174498662,1.6108695031,-0.061746261456825866,4.04,169.4708133,3.5164860022,1,760.0,3,1918,0.0,2,0,0,3003.0,107,0
1472,2.48,0.13165517470000002,0.9174498662,1.6108695031,0.10666368515205724,2.86,174.6158156,3.5164860022,1,960.0,3,1918,0.0,2,0,0,2766.0,167,0
1473,49.24,0.13165517470000002,0.9174498662,1.6108695031,-0.02487198244330651,3.66,166.02525580000002,3.5164860022,1,990.0,3,1918,0.0,2,0,0,3836.0,7,0
1474,1.29,0.07649957389999999,0.6707627285,1.2996010605,0.28210526315789475,2.72,185.6306252,3.2239949736,1,1572.0,6,2005,0.0,2,0,0,6009.0,360,0
1475,1.29,0.3626910758,0.4142067436,1.0195996205,0.3452631578947368,2.72,185.6306252,2.9564994645,1,1481.0,6,1910,0.0,2,0,2,4107.0,5,0
1476,82.21,0.5130683773,0.6748446274,0.3409075687,1.3467058056099153,4.42,168.7854764,2.226484735,2,2498.0,3,1921,0.071,5,1,1,4525.0,92,0
1477,44.15,0.1251837406,0.6348524317,1.2512617132,0.11303487509275292,4.44,165.8540725,3.1753333105,1,2003.0,6,1908,0.045,5,1,1,4433.0,6,0
1478,63.27,0.5197836979,0.679184793,0.3447502304,0.5770325846251186,4.06,166.5574036,2.2266834852,1,1697.0,3,1921,0.071,4,1,0,3781.0,6,0
1479,61.57,0.588114908,0.5015684773,0.6117508747,0.030764351411354262,3.69,168.89499540000003,2.5200378516,2,1802.0,4,1912,0.094,3,1,1,3526.0,3,0
1480,10.94,1.7698620784,8.8373517063,2.480101111,-0.2626728110599078,2.66,174.7804831,2.9052359188,1,1040.0,3,1988,0.047,3,0,0,1604.0,163,0
1481,44.15,0.6082024264,0.4859078343,0.7855995108,-0.23605046094129065,3.91,167.9615905,2.6929531689,2,1472.0,6,1911,0.046,4,1,1,3995.0,4,0
1482,0.84,0.9251889684,3.6725954366,0.8941325368,-0.29769792251544075,3.52,189.5440738,1.0696995023,2,1470.0,0,1910,0.049,3,1,0,2036.0,21,0
1483,51.2,0.473643638,0.501122624,0.917996526,0.08879748366803775,3.68,165.25843500000005,2.8282167298000003,1,1704.0,6,1911,0.045,5,1,1,4335.0,270,0
1484,88.66,1.5759343315,9.0196893349,1.7884652065,0.043547530536378116,3.68,168.7131123,2.6933885056,2,1612.0,0,1955,0.228,4,1,3,3828.0,16,0
1485,80.92,1.181910693,7.5156037596,1.6130974773,-0.0258030542390732,3.91,167.9615905,1.4943810380000002,1,1232.0,0,1949,0.053,3,0,0,2156.0,202,0
