RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,PctOfHomesIncreasingInValues
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-09,51.81
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-10,54.75
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-11,57.65
66133,20009,Washington,DC,Washington,District of Columbia,25,2015-12,79.59
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-01,79.8
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-02,76.7
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-03,65.9
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-04,60.08
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-05,57.94
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-06,56.22
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-07,58.23
66133,20009,Washington,DC,Washington,District of Columbia,25,2016-08,58.26
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-02,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-03,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-04,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-05,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-06,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-07,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-08,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-09,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-10,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-11,
66126,20002,Washington,DC,Washington,District of Columbia,33,1997-12,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-01,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-02,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-03,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-04,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-05,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-06,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-07,
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-08,48.53
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-09,66.32
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-10,74.46
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-11,46.67
66126,20002,Washington,DC,Washington,District of Columbia,33,1998-12,39.94
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-01,66.17
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-02,68.13
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-03,68.58
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-04,73.42
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-05,76.54
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-06,79.72
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-07,61.88
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-08,72.1
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-09,70.13
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-10,45.17
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-11,74.67
66126,20002,Washington,DC,Washington,District of Columbia,33,1999-12,66.32
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-01,38.85
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-02,46.38
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-03,36.74
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-04,34.85
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-05,41.48
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-06,39.84
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-07,50.56
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-08,44.32
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-09,42.99
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-10,71.27
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-11,76.14
66126,20002,Washington,DC,Washington,District of Columbia,33,2000-12,78.14
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-01,93.31
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-02,84.54
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-03,85.49
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-04,89.77
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-05,80.88
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-06,83.87
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-07,85.16
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-08,88.69
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-09,90.12
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-10,88.99
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-11,87.54
66126,20002,Washington,DC,Washington,District of Columbia,33,2001-12,83.11
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-01,86.8
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-02,92.82
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-03,92.97
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-04,94.45
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-05,94.57
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-06,92.45
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-07,92.36
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-08,87.71
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-09,87.84
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-10,89.13
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-11,90.06
66126,20002,Washington,DC,Washington,District of Columbia,33,2002-12,92.01
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-01,92.88
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-02,90.79
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-03,93.99
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-04,92.88
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-05,90.55
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-06,88.66
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-07,90.23
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-08,90.29
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-09,89.99
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-10,92.38
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-11,94.93
66126,20002,Washington,DC,Washington,District of Columbia,33,2003-12,94.47
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-01,95.84
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-02,97.61
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-03,95.89
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-04,97.06
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-05,97.84
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-06,98.11
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-07,98.62
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-08,98
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-09,99.21
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-10,98.86
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-11,98.82
66126,20002,Washington,DC,Washington,District of Columbia,33,2004-12,99.24
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-01,98.76
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-02,98.64
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-03,98.51
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-04,98.75
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-05,98.57
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-06,99.09
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-07,98.78
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-08,98.87
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-09,96.73
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-10,97.96
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-11,97.96
66126,20002,Washington,DC,Washington,District of Columbia,33,2005-12,97.29
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-01,96.4
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-02,95.56
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-03,94.13
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-04,93
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-05,90.3
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-06,83.79
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-07,74.63
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-08,66.8
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-09,56.91
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-10,51.84
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-11,45.99
66126,20002,Washington,DC,Washington,District of Columbia,33,2006-12,38.08
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-01,35.88
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-02,32.45
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-03,34.48
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-04,33.64
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-05,33.61
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-06,35.77
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-07,36.38
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-08,39.95
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-09,40.88
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-10,39.12
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-11,36.15
66126,20002,Washington,DC,Washington,District of Columbia,33,2007-12,32.51
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-01,28.15
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-02,23.56
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-03,16.19
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-04,12.89
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-05,10.72
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-06,9.46
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-07,7.43
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-08,5.87
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-09,5.46
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-10,6.21
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-11,6.85
66126,20002,Washington,DC,Washington,District of Columbia,33,2008-12,9.26
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-01,7.34
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-02,8.81
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-03,11.39
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-04,13.95
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-05,15.13
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-06,15.55
66126,20002,Washington,DC,Washington,District of Columbia,33,2009-07,19.03
