RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Month,MedianSoldPrice
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-05,347250
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-06,354650
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-07,373300
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-08,394465
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-09,366285
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-10,366700
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-11,377500
66126,20002,Washington,DC,Washington,District of Columbia,42,2005-12,371000
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-01,362750
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-02,359250
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-03,379950
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-04,376465
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-05,382735
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-06,353750
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-07,363750
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-08,352800
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-09,346450
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-10,346500
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-11,365300
66126,20002,Washington,DC,Washington,District of Columbia,42,2006-12,361475
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-01,355725
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-02,356700
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-03,366320
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-04,364574
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-05,364146
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-06,366565
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-07,379185
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-08,386465
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-09,354634.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-10,325349.7
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-11,331499.9
66126,20002,Washington,DC,Washington,District of Columbia,42,2007-12,364000
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-01,332000
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-02,362100
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-03,379850
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-04,341950
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-05,334675
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-06,360925
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-07,361500
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-08,358800
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-09,353435
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-10,326565
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-11,
66126,20002,Washington,DC,Washington,District of Columbia,42,2008-12,311307.7
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-01,340882.4
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-02,347900
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-03,366350
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-04,385450
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-05,384361.5
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-06,379135
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-07,390500
66126,20002,Washington,DC,Washington,District of Columbia,42,2009-08,384900
